date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:27:06	32660/32660	---M-Z	200	added ('OK')	text/html	date:Wed,%2014%20Feb%202024%2009:57:04%20GMT	https://frenzzy.webflow.io/blog-categories/sport	D:/Downloads/kriyeta/frenzzy.webflow.io/blog-categories/sport.html	(from https://frenzzy.webflow.io/)
15:27:07	60147/60147	---M--	200	added ('OK')	image/jpeg	etag:%22c1c00d986272bfe4eac102da1fad9615%22	https://assets-global.website-files.com/65770570a2946a7c83492a9c/65783182471c329927ff4a48_post2.jpg	D:/Downloads/kriyeta/assets-global.website-files.com/65770570a2946a7c83492a9c/65783182471c329927ff4a48_post2.jpg	(from https://frenzzy.webflow.io/)
15:27:08	32526/32526	---M-Z	200	added ('OK')	text/html	date:Wed,%2014%20Feb%202024%2009:57:06%20GMT	https://frenzzy.webflow.io/blog-categories/travel	D:/Downloads/kriyeta/frenzzy.webflow.io/blog-categories/travel.html	(from https://frenzzy.webflow.io/)
15:27:09	29612/29612	---M-Z	200	added ('OK')	text/html	date:Wed,%2014%20Feb%202024%2009:57:07%20GMT	https://frenzzy.webflow.io/blog-posts/laugh-lounge-comedy-capers-and-chuckles	D:/Downloads/kriyeta/frenzzy.webflow.io/blog-posts/laugh-lounge-comedy-capers-and-chuckles.html	(from https://frenzzy.webflow.io/)
15:27:09	57880/57880	---M--	200	added ('OK')	image/jpeg	etag:%22f3b2dc763b362f5a42b22fa4b1ad8c60%22	https://assets-global.website-files.com/65770570a2946a7c83492a9c/65780cbcdec1e4824042b46a_post4.jpg	D:/Downloads/kriyeta/assets-global.website-files.com/65770570a2946a7c83492a9c/65780cbcdec1e4824042b46a_post4.jpg	(from https://frenzzy.webflow.io/)
15:27:09	29603/29603	---M-Z	200	added ('OK')	text/html	date:Wed,%2014%20Feb%202024%2009:57:08%20GMT	https://frenzzy.webflow.io/blog-posts/oceans-unexplored-secrets-of-the-deep	D:/Downloads/kriyeta/frenzzy.webflow.io/blog-posts/oceans-unexplored-secrets-of-the-deep.html	(from https://frenzzy.webflow.io/)
15:27:10	29602/29602	---M-Z	200	added ('OK')	text/html	date:Wed,%2014%20Feb%202024%2009:57:09%20GMT	https://frenzzy.webflow.io/blog-posts/console-corner-exploring-gaming-platforms	D:/Downloads/kriyeta/frenzzy.webflow.io/blog-posts/console-corner-exploring-gaming-platforms.html	(from https://frenzzy.webflow.io/)
15:27:11	29610/29610	---M-Z	200	added ('OK')	text/html	date:Wed,%2014%20Feb%202024%2009:57:09%20GMT	https://frenzzy.webflow.io/blog-posts/startup-spotlight-unveiling-business-triumphs	D:/Downloads/kriyeta/frenzzy.webflow.io/blog-posts/startup-spotlight-unveiling-business-triumphs.html	(from https://frenzzy.webflow.io/)
15:27:11	1059/1059	---M--	200	added ('OK')	image/png	etag:%22ecb269c9adb51b8a5b7ebcebc3b8f517%22	https://assets-global.website-files.com/6577019a915bb98abc733614/65770613c4602911abe0fa5a_arrow.png	D:/Downloads/kriyeta/assets-global.website-files.com/6577019a915bb98abc733614/65770613c4602911abe0fa5a_arrow.png	(from https://frenzzy.webflow.io/)
15:27:12	29496/29496	---M-Z	200	added ('OK')	text/html	date:Wed,%2014%20Feb%202024%2009:57:10%20GMT	https://frenzzy.webflow.io/blog-posts/future-forward-technologys-evolution-unveiled	D:/Downloads/kriyeta/frenzzy.webflow.io/blog-posts/future-forward-technologys-evolution-unveiled.html	(from https://frenzzy.webflow.io/)
15:27:13	29604/29604	---M-Z	200	added ('OK')	text/html	date:Wed,%2014%20Feb%202024%2009:57:11%20GMT	https://frenzzy.webflow.io/blog-posts/tech-trends-navigating-the-digital-frontier	D:/Downloads/kriyeta/frenzzy.webflow.io/blog-posts/tech-trends-navigating-the-digital-frontier.html	(from https://frenzzy.webflow.io/)
15:27:14	89100/89100	---M--	200	added ('OK')	image/jpeg	etag:%2287a1d3608e05f54970971c4f89c20ddd%22	https://assets-global.website-files.com/65770570a2946a7c83492a9c/65782f0d21d2b8f2b865b120_post10.jpg	D:/Downloads/kriyeta/assets-global.website-files.com/65770570a2946a7c83492a9c/65782f0d21d2b8f2b865b120_post10.jpg	(from https://frenzzy.webflow.io/)
15:27:14	29606/29606	---M-Z	200	added ('OK')	text/html	date:Wed,%2014%20Feb%202024%2009:57:13%20GMT	https://frenzzy.webflow.io/blog-posts/tech-talk-advancements-in-science-and-tech	D:/Downloads/kriyeta/frenzzy.webflow.io/blog-posts/tech-talk-advancements-in-science-and-tech.html	(from https://frenzzy.webflow.io/)
15:27:15	29603/29603	---M-Z	200	added ('OK')	text/html	date:Wed,%2014%20Feb%202024%2009:57:13%20GMT	https://frenzzy.webflow.io/blog-posts/bio-wonders-natures-marvels-explored	D:/Downloads/kriyeta/frenzzy.webflow.io/blog-posts/bio-wonders-natures-marvels-explored.html	(from https://frenzzy.webflow.io/)
15:27:16	45682/45682	---M--	200	added ('OK')	image/jpeg	etag:%227469d0248dc1c50be68c9bd70a226eb5%22	https://assets-global.website-files.com/65770570a2946a7c83492a9c/657830c6855f03a70321bad0_post23.jpg	D:/Downloads/kriyeta/assets-global.website-files.com/65770570a2946a7c83492a9c/657830c6855f03a70321bad0_post23.jpg	(from https://frenzzy.webflow.io/)
15:27:17	29502/29502	---M-Z	200	added ('OK')	text/html	date:Wed,%2014%20Feb%202024%2009:57:15%20GMT	https://frenzzy.webflow.io/blog-posts/lab-diaries-cutting-edge-scientific-discoveries	D:/Downloads/kriyeta/frenzzy.webflow.io/blog-posts/lab-diaries-cutting-edge-scientific-discoveries.html	(from https://frenzzy.webflow.io/)
15:27:18	77536/77536	---M--	200	added ('OK')	image/jpeg	etag:%226259fedfe7eb6d461463e1778d8d332b%22	https://assets-global.website-files.com/65770570a2946a7c83492a9c/65782f49ce97ed219a9db50e_post12.jpg	D:/Downloads/kriyeta/assets-global.website-files.com/65770570a2946a7c83492a9c/65782f49ce97ed219a9db50e_post12.jpg	(from https://frenzzy.webflow.io/)
15:27:18	29602/29602	---M-Z	200	added ('OK')	text/html	date:Wed,%2014%20Feb%202024%2009:57:17%20GMT	https://frenzzy.webflow.io/blog-posts/cosmic-curiosities-exploring-the-universe	D:/Downloads/kriyeta/frenzzy.webflow.io/blog-posts/cosmic-curiosities-exploring-the-universe.html	(from https://frenzzy.webflow.io/)
15:27:19	29614/29614	---M-Z	200	added ('OK')	text/html	date:Wed,%2014%20Feb%202024%2009:57:18%20GMT	https://frenzzy.webflow.io/blog-posts/beyond-books-practical-learning-adventures	D:/Downloads/kriyeta/frenzzy.webflow.io/blog-posts/beyond-books-practical-learning-adventures.html	(from https://frenzzy.webflow.io/)
15:27:20	29504/29504	---M-Z	200	added ('OK')	text/html	date:Wed,%2014%20Feb%202024%2009:57:18%20GMT	https://frenzzy.webflow.io/blog-posts/teachers-toolbox-strategies-for-success	D:/Downloads/kriyeta/frenzzy.webflow.io/blog-posts/teachers-toolbox-strategies-for-success.html	(from https://frenzzy.webflow.io/)
15:27:21	42531/42531	---M--	200	added ('OK')	image/jpeg	etag:%22c4d0105fe12184d91f0371e1d93b1ce9%22	https://assets-global.website-files.com/65770570a2946a7c83492a9c/65783070010dc346d091ec11_post19.jpg	D:/Downloads/kriyeta/assets-global.website-files.com/65770570a2946a7c83492a9c/65783070010dc346d091ec11_post19.jpg	(from https://frenzzy.webflow.io/)
15:27:21	29489/29489	---M-Z	200	added ('OK')	text/html	date:Wed,%2014%20Feb%202024%2009:57:20%20GMT	https://frenzzy.webflow.io/blog-posts/edtech-explorations-transformative-tools	D:/Downloads/kriyeta/frenzzy.webflow.io/blog-posts/edtech-explorations-transformative-tools.html	(from https://frenzzy.webflow.io/)
15:27:22	29503/29503	---M-Z	200	added ('OK')	text/html	date:Wed,%2014%20Feb%202024%2009:57:20%20GMT	https://frenzzy.webflow.io/blog-posts/student-chronicles-life-in-the-academic-lane	D:/Downloads/kriyeta/frenzzy.webflow.io/blog-posts/student-chronicles-life-in-the-academic-lane.html	(from https://frenzzy.webflow.io/)
15:27:23	29609/29609	---M-Z	200	added ('OK')	text/html	date:Wed,%2014%20Feb%202024%2009:57:22%20GMT	https://frenzzy.webflow.io/blog-posts/knowledge-quest-exploring-academic-frontiers	D:/Downloads/kriyeta/frenzzy.webflow.io/blog-posts/knowledge-quest-exploring-academic-frontiers.html	(from https://frenzzy.webflow.io/)
15:27:24	29612/29612	---M-Z	200	added ('OK')	text/html	date:Wed,%2014%20Feb%202024%2009:57:22%20GMT	https://frenzzy.webflow.io/blog-posts/corporate-chronicles-leadership-in-action	D:/Downloads/kriyeta/frenzzy.webflow.io/blog-posts/corporate-chronicles-leadership-in-action.html	(from https://frenzzy.webflow.io/)
15:27:25	94659/94659	---M--	200	added ('OK')	image/jpeg	etag:%2222af154d9b1373d03c6eb462beccc17f%22	https://assets-global.website-files.com/65770570a2946a7c83492a9c/65783193eea2615e6516bf5b_post3.jpg	D:/Downloads/kriyeta/assets-global.website-files.com/65770570a2946a7c83492a9c/65783193eea2615e6516bf5b_post3.jpg	(from https://frenzzy.webflow.io/)
15:27:26	29611/29611	---M-Z	200	added ('OK')	text/html	date:Wed,%2014%20Feb%202024%2009:57:24%20GMT	https://frenzzy.webflow.io/blog-posts/innovation-junction-business-beyond-boundaries	D:/Downloads/kriyeta/frenzzy.webflow.io/blog-posts/innovation-junction-business-beyond-boundaries.html	(from https://frenzzy.webflow.io/)
15:27:26	29616/29616	---M-Z	200	added ('OK')	text/html	date:Wed,%2014%20Feb%202024%2009:57:25%20GMT	https://frenzzy.webflow.io/blog-posts/natures-palette-colors-of-the-great-outdoors	D:/Downloads/kriyeta/frenzzy.webflow.io/blog-posts/natures-palette-colors-of-the-great-outdoors.html	(from https://frenzzy.webflow.io/)
15:27:28	29618/29618	---M-Z	200	added ('OK')	text/html	date:Wed,%2014%20Feb%202024%2009:57:26%20GMT	https://frenzzy.webflow.io/blog-posts/market-mavericks-navigating-business-trends	D:/Downloads/kriyeta/frenzzy.webflow.io/blog-posts/market-mavericks-navigating-business-trends.html	(from https://frenzzy.webflow.io/)
15:27:29	114699/114699	---M--	200	added ('OK')	image/jpeg	etag:%226c514bde85c7f263490ce4c12a1f225a%22	https://assets-global.website-files.com/65770570a2946a7c83492a9c/65782f6c69153b560d5f5214_post13.jpg	D:/Downloads/kriyeta/assets-global.website-files.com/65770570a2946a7c83492a9c/65782f6c69153b560d5f5214_post13.jpg	(from https://frenzzy.webflow.io/)
15:27:30	1271/1271	---M--	200	added ('OK')	image/png	etag:%22209fdac14024bef49d7a5b0f5907ea8d%22	https://assets-global.website-files.com/6577019a915bb98abc733614/65770614cd2b36e1dd28e4e5_email.png	D:/Downloads/kriyeta/assets-global.website-files.com/6577019a915bb98abc733614/65770614cd2b36e1dd28e4e5_email.png	(from https://frenzzy.webflow.io/)
15:27:30	1370/1370	---M--	200	added ('OK')	image/png	etag:%22d3d6ebf46158993a5cf21d30e7c1b3f0%22	https://assets-global.website-files.com/6577019a915bb98abc733614/657706159200194a881b726c_phone.png	D:/Downloads/kriyeta/assets-global.website-files.com/6577019a915bb98abc733614/657706159200194a881b726c_phone.png	(from https://frenzzy.webflow.io/)
15:27:31	1429/1429	---M--	200	added ('OK')	image/png	etag:%220656725f81530ae1e0193056bbfec26f%22	https://assets-global.website-files.com/6577019a915bb98abc733614/65770614b938b86ccc40e906_fb.png	D:/Downloads/kriyeta/assets-global.website-files.com/6577019a915bb98abc733614/65770614b938b86ccc40e906_fb.png	(from https://frenzzy.webflow.io/)
15:27:32	1524/1524	---M--	200	added ('OK')	image/png	etag:%228b729b18add644d1944d913e9eb695bc%22	https://assets-global.website-files.com/6577019a915bb98abc733614/65770633776ed826c66587fb_twitter.png	D:/Downloads/kriyeta/assets-global.website-files.com/6577019a915bb98abc733614/65770633776ed826c66587fb_twitter.png	(from https://frenzzy.webflow.io/)
15:27:33	1390/1390	---M--	200	added ('OK')	image/png	etag:%227808ee29d8eb0938c2e71984fc5b3fb3%22	https://assets-global.website-files.com/6577019a915bb98abc733614/65770614fa7414b4fe17e9fc_insta.png	D:/Downloads/kriyeta/assets-global.website-files.com/6577019a915bb98abc733614/65770614fa7414b4fe17e9fc_insta.png	(from https://frenzzy.webflow.io/)
15:27:34	1438/1438	---M--	200	added ('OK')	image/png	etag:%22b9cebe78f32bdce7b99d690d66775ac8%22	https://assets-global.website-files.com/6577019a915bb98abc733614/65770633051a676c022c42e8_you.png	D:/Downloads/kriyeta/assets-global.website-files.com/6577019a915bb98abc733614/65770633051a676c022c42e8_you.png	(from https://frenzzy.webflow.io/)
15:27:35	1434/1434	---M--	200	added ('OK')	image/png	etag:%227da6ccbcdaef45120ad9ba6013f7b005%22	https://assets-global.website-files.com/6577019a915bb98abc733614/657706157f832e848a210b8e_pint.png	D:/Downloads/kriyeta/assets-global.website-files.com/6577019a915bb98abc733614/657706157f832e848a210b8e_pint.png	(from https://frenzzy.webflow.io/)
15:27:36	26821/26821	---M-Z	200	added ('OK')	text/html	date:Wed,%2014%20Feb%202024%2009:57:34%20GMT	https://frenzzy.webflow.io/utility-pages/license	D:/Downloads/kriyeta/frenzzy.webflow.io/utility-pages/license.html	(from https://frenzzy.webflow.io/)
15:27:36	89476/89476	---MCZ	200	added ('OK')	application/javascript	etag:W/%22dc5e7f18c8d36ac1d3d4753a87c98d0a%22	https://d3e54v103j8qbb.cloudfront.net/js/jquery-3.5.1.min.dc5e7f18c8.js?site=6577019a915bb98abc733614	D:/Downloads/kriyeta/d3e54v103j8qbb.cloudfront.net/js/jquery-3.5.1.min.dc5e7f18c89dcc.js	(from https://frenzzy.webflow.io/)
15:27:37	891415/891415	---M-Z	200	added ('OK')	text/javascript	etag:%220c1934248fa70b197dcc421e943fa8f5%22	https://assets-global.website-files.com/6577019a915bb98abc733614/js/webflow.4895eb839.js	D:/Downloads/kriyeta/assets-global.website-files.com/6577019a915bb98abc733614/js/webflow.4895eb839.js	(from https://frenzzy.webflow.io/)
15:27:38	46549/46549	---M--	200	added ('OK')	image/jpeg	etag:%22a293b534e30a56edf1f0e7be607bba3b%22	https://assets-global.website-files.com/6577019a915bb98abc733614/65770614776ed826c6655f76_footer-bg.jpg	D:/Downloads/kriyeta/assets-global.website-files.com/6577019a915bb98abc733614/65770614776ed826c6655f76_footer-bg.jpg	(from https://assets-global.website-files.com/6577019a915bb98abc733614/css/frenzzy.webflow.33adfbd80.css)
15:27:38	40969/40969	---M--	200	added ('OK')	image/jpeg	etag:%2213916463097a6274c2accd5664a75b8c%22	https://assets-global.website-files.com/6577019a915bb98abc733614/65770623fd9c7b93435bf034_post-bg.jpg	D:/Downloads/kriyeta/assets-global.website-files.com/6577019a915bb98abc733614/65770623fd9c7b93435bf034_post-bg.jpg	(from https://assets-global.website-files.com/6577019a915bb98abc733614/css/frenzzy.webflow.33adfbd80.css)
15:27:39	6317/6317	---M--	200	added ('OK')	image/png	etag:%22a255fbd7cba11e28dbc4b618ec33c93a%22	https://assets-global.website-files.com/6577019a915bb98abc733614/657979eea1a826641fd98d99_socials_22.png	D:/Downloads/kriyeta/assets-global.website-files.com/6577019a915bb98abc733614/657979eea1a826641fd98d99_socials_22.png	(from https://frenzzy.webflow.io/about)
15:27:40	53749/53749	---M--	200	added ('OK')	image/jpeg	etag:%22d6e0ade1ea0b16fbb1bd0be816640735%22	https://assets-global.website-files.com/6577019a915bb98abc733614/65770613e6074c335d770a88_about.jpg	D:/Downloads/kriyeta/assets-global.website-files.com/6577019a915bb98abc733614/65770613e6074c335d770a88_about.jpg	(from https://frenzzy.webflow.io/about)
15:27:41	1954/1954	---M--	200	added ('OK')	image/jpeg	etag:%2251d2dc69edcdeba63415a2903d283703%22	https://assets-global.website-files.com/6577019a915bb98abc733614/65770614b9d7afd78b3fdc11_dec2.jpg	D:/Downloads/kriyeta/assets-global.website-files.com/6577019a915bb98abc733614/65770614b9d7afd78b3fdc11_dec2.jpg	(from https://frenzzy.webflow.io/about)
15:27:42	10151/10151	---M--	200	added ('OK')	image/jpeg	etag:%22cffe2bf6d8d8dc0675f6402be24cf0bb%22	https://assets-global.website-files.com/65770570a2946a7c83492a9c/65776bfacaa42837d45bdf14_author1.jpg	D:/Downloads/kriyeta/assets-global.website-files.com/65770570a2946a7c83492a9c/65776bfacaa42837d45bdf14_author1.jpg	(from https://frenzzy.webflow.io/about)
15:27:43	41686/41686	---M-Z	200	added ('OK')	text/html	date:Wed,%2014%20Feb%202024%2009:57:41%20GMT	https://frenzzy.webflow.io/author/demetris-osinski	D:/Downloads/kriyeta/frenzzy.webflow.io/author/demetris-osinski.html	(from https://frenzzy.webflow.io/about)
15:27:44	13896/13896	---M--	200	added ('OK')	image/jpeg	etag:%229c99deebb0bc4372a07fc0729b9b69f1%22	https://assets-global.website-files.com/65770570a2946a7c83492a9c/65776c11346eaf4660a2fa27_author2.jpg	D:/Downloads/kriyeta/assets-global.website-files.com/65770570a2946a7c83492a9c/65776c11346eaf4660a2fa27_author2.jpg	(from https://frenzzy.webflow.io/about)
15:27:44	44704/44704	---M-Z	200	added ('OK')	text/html	date:Wed,%2014%20Feb%202024%2009:57:43%20GMT	https://frenzzy.webflow.io/author/alex-carter	D:/Downloads/kriyeta/frenzzy.webflow.io/author/alex-carter.html	(from https://frenzzy.webflow.io/about)
15:27:45	44067/44067	---M--	200	added ('OK')	image/jpeg	etag:%22685f768998bdeccb3096e7a7096db369%22	https://assets-global.website-files.com/65770570a2946a7c83492a9c/65776c406131c7e9b65a3b47_author3.jpg	D:/Downloads/kriyeta/assets-global.website-files.com/65770570a2946a7c83492a9c/65776c406131c7e9b65a3b47_author3.jpg	(from https://frenzzy.webflow.io/about)
15:27:46	39009/39009	---M-Z	200	added ('OK')	text/html	date:Wed,%2014%20Feb%202024%2009:57:44%20GMT	https://frenzzy.webflow.io/author/gisselle-schiller	D:/Downloads/kriyeta/frenzzy.webflow.io/author/gisselle-schiller.html	(from https://frenzzy.webflow.io/about)
15:27:47	51989/51989	---M--	200	added ('OK')	image/jpeg	etag:%2283c1281b03e763409daff4c2adf0b1c5%22	https://assets-global.website-files.com/65770570a2946a7c83492a9c/65776c51f61615907dbb9956_author4.jpg	D:/Downloads/kriyeta/assets-global.website-files.com/65770570a2946a7c83492a9c/65776c51f61615907dbb9956_author4.jpg	(from https://frenzzy.webflow.io/about)
15:27:48	39456/39456	---M-Z	200	added ('OK')	text/html	date:Wed,%2014%20Feb%202024%2009:57:46%20GMT	https://frenzzy.webflow.io/author/mike-ivans	D:/Downloads/kriyeta/frenzzy.webflow.io/author/mike-ivans.html	(from https://frenzzy.webflow.io/about)
15:27:49	49687/49687	---M--	200	added ('OK')	image/jpeg	etag:%2289368fecb1710faa8acd8f978bac1e98%22	https://assets-global.website-files.com/65770570a2946a7c83492a9c/65782fc68da4f65661c01ec6_post15.jpg	D:/Downloads/kriyeta/assets-global.website-files.com/65770570a2946a7c83492a9c/65782fc68da4f65661c01ec6_post15.jpg	(from https://frenzzy.webflow.io/categories)
